Sentence,Entity
"Aber wir sagten eben schon, diese ganze Einigung der Europäischen Union, diese Sanktionen gegen Ungarn, die beruhen letztlich auf einem Deal.",Union
"Ja, die Ampel hat sich immerhin ins Buch geschrieben, dass hier in den nächsten acht Jahren, also bis 2030, anlagen mit einer Kapazität von 115 Giger-Wat Leistung aufstellen wollen auf Land und auf See.",Ampel
"Also die dürfen auf gar keinen Fall diese Fristen aus schaffen und das ist halt das riesen Problem, das war ja wieder so ein Deal in der Ampelkoalition, weil die FDP sich eben dafür stark gemacht hat, dass es da weiterhin die Regel geben soll, dass die Länder längere Abstände fest setzen können, als es eigentlich im Baugesetzbuch des Bundes vorgesehen ist.",FDP
"Also die dürfen auf gar keinen Fall diese Fristen aus schaffen und das ist halt das riesen Problem, das war ja wieder so ein Deal in der Ampelkoalition, weil die FDP sich eben dafür stark gemacht hat, dass es da weiterhin die Regel geben soll, dass die Länder längere Abstände fest setzen können, als es eigentlich im Baugesetzbuch des Bundes vorgesehen ist.",Ampel
"Also die dürfen auf gar keinen Fall diese Fristen aus schaffen und das ist halt das riesen Problem, das war ja wieder so ein Deal in der Ampelkoalition, weil die FDP sich eben dafür stark gemacht hat, dass es da weiterhin die Regel geben soll, dass die Länder längere Abstände fest setzen können, als es eigentlich im Baugesetzbuch des Bundes vorgesehen ist.",Ampelkoalition
"Eigentlich will die Ampel diese Bremse ja lösen, so steht es auch in Koalitionsvertrag der Ampel.",Ampel
"Ja, also wie ich das gelesen hatte, hat denn die Verkehrsministerin einfach beschlossen, wir fordern die Ampel auf ihre Pläne aus dem Koalitionsvertrag umzusetzen.",Ampel
"Die dritte Frage war von uns eine Quelle aus der Umgebung des Minister, das sagte uns das Züge des Ministerens in Sachen Reform der Straßenverkehrsordnung und erleichterte Einrichtung von Tempo 30 zu ein, sei nicht inhaltlich motiviert, sondern die in der Abgrenzung von einer als zu links empfundenen Ampel.",Ampel
"Und dieses Video stammt von einer Veranstaltung der Friedrich-Naumann-Stiftung, also der FDP-Nahe politischen Stiftung in Stuttgart.",FDP
"Es geht einfach darum, Symbole zu kreieren für das Klientel der FDP, die irgendwie autofahren und auf diese ganze Verkehrswende auto einschränkung kein Bock haben.",FDP
"Ja, und da muss man sagen, ich bin mir noch nicht mal so sicher, ob die Klientel der FDP das wirklich so kritisch kommt.",FDP
"Also ich möchte fast vor dem Lähen, das geht um eine gefühlte Klientel der FDP.",FDP
"Denn wenn man sich anschaut, was die uns geschrieben haben, wir haben ja 60 E-Mails bekommen damals auf unsere Frage an Menschen, die FDP gewählt haben.",FDP
"Die derzeitige FDP-Politik von Christian Lindner und Forker Wissings, die hat die FDP gefährlich nah an die 5% Hürde geführt.",FDP
"Die derzeitige FDP-Politik von Christian Lindner und Forker Wissings, die hat die FDP gefährlich nah an die 5% Hürde geführt.",Christian Lindner
"Die FDP ist doch eine Partei, die sich eigentlich auf die Fahnen geschrieben hat.",FDP
Die finde ich passt überhaupt nicht zur FDP.,FDP
"Aber auch an dieser Stelle mal wieder eine herzliche Einladung an Menschen, die sich der FDP nah fühlen.",FDP
"Und daraus wollen wir dann auch so ein bisschen, so eine Adeliste, eine Checkliste ableiten, um die Arbeit der Ampel nächsten Monaten kritisch zu begleiten, ob die jetzt wirklich, wie sich ja X-fach versprochen haben, die Stolpa Steine für den Windkraftausbau systematisch aus dem Weg kommen.",Ampel
"Also das ist tatsächlich exakt das selbe rechtliche Problem und da wäre auch tatsächlich meine Hoffnung an die neue Bundesregierung gerade auch an den neuen Bundesjustizminister Marco Buschmann, dass er die Pressefreiheit eindeutisch schützt und nicht mit so wacke liegen normen, denn ihr Zittern müsst, ob eure recherchisch strafbar war und wo die GFF klagen muss damit eben die Datenhäle rein aus dem Strafgesetzbuch entfernt wird.",Marco Buschmann
"Also außerhalb der FDP aus SPD und Grünen gibt es da bislang kaum richtig deutlich öffentliche Statements, wenn man sich da mal umhört, gibt es hinter den Kulissen nur Augenrollen über die FDP, die quasi an dieser symbolischen Aufhebung dieser Notlage immer noch festhält.",FDP
"Also außerhalb der FDP aus SPD und Grünen gibt es da bislang kaum richtig deutlich öffentliche Statements, wenn man sich da mal umhört, gibt es hinter den Kulissen nur Augenrollen über die FDP, die quasi an dieser symbolischen Aufhebung dieser Notlage immer noch festhält.",SPD
"Also außerhalb der FDP aus SPD und Grünen gibt es da bislang kaum richtig deutlich öffentliche Statements, wenn man sich da mal umhört, gibt es hinter den Kulissen nur Augenrollen über die FDP, die quasi an dieser symbolischen Aufhebung dieser Notlage immer noch festhält.",Grüne
"Es hat eine Videoschalte gegeben mit Bund und Ländern, an der auch der wahrscheinlich nächste Bundeskanzler Olaf Scholz teilgenommen hat.",Olaf Scholz
"Ja, das Stichwort Olaf Scholz finde ich gehört an dieser Stelle wirklich mal hin.",Olaf Scholz
"Olaf Scholz muss aus meiner Sicht endlich anfangen, Führung zu zeigen.",Olaf Scholz
"Und mit Jens Spahn nur noch so halb besetzt ist, noch dazu gibts ja ein Mann in der SPD, die jetzt ja mitregieren darf, der glaube ich über Zweifler haben ist, ob er dazu in der Lage wäre, unfachlich kompetent genug.",SPD
Außerdem wurde natürlich an Karl Lauterbach da auch wieder verschiedene Kritik geübt.,Karl Lauterbach
"Ja, das wird die SPD will jetzt irgendwie erst die internen Meinungsbildungsprozesse abwarten, bis klar ist, dass die Partei hinter dem Koalitionsvertrag steht.",SPD
"Ein zugeständenes an die FDP, die damals dagegen geklagt hatte und die er in der Ampel nun zum Regieren braucht.",FDP
"Ein zugeständenes an die FDP, die damals dagegen geklagt hatte und die er in der Ampel nun zum Regieren braucht.",Ampel
"Und diese Nichtpolitik in Sachen Corona, die nervter einfach kolossal, der Fehlstart der Ampel nervt.",Ampel
"Also muss ich schon ganz ehrlich sagen, ich hatte natürlich auf einen Aufbruch durch die Ampel gehofft.",Ampel
"Es gibt auch ganz viele Aspekte, wo man sagen kann, die Ampel wird vermutlich viele Verbesserungen bringen.",Ampel
"Da musste ich für mich persönlich sagen, da hatte ich mir viel mehr erhofft, da bin ich auch von der FDP insbesondere wahnsinnig stolz.",FDP
"Also fordert auch Herr Lauterbach von der SPD, er sagt auch angesichts dieser fortgeschrittenen Zeit der hohen Zahlen und eben auch der Tatsache des Booster-Impfungen wirklich auch dauern, bis die dann alle gemacht sind und bis die wirken.",SPD
"Bei diesem Mechanismus setzt übrigens auch an, wenn die SPD oder Olaf Scholz sagt, die Rente wird sicher sein und wird nie unter, ich weiß nicht, was sie gesagt haben, 48 Prozent sinken, dann bedeutet das, wir garantieren die Rente in einer bestimmten Höhe.",SPD
"Bei diesem Mechanismus setzt übrigens auch an, wenn die SPD oder Olaf Scholz sagt, die Rente wird sicher sein und wird nie unter, ich weiß nicht, was sie gesagt haben, 48 Prozent sinken, dann bedeutet das, wir garantieren die Rente in einer bestimmten Höhe.",Olaf Scholz
"Das gucken wir uns noch mal genauer an, wenn wir wissen, was sich die jetzt in quasi in Grundung befindliche Ampel Koalition so überlegt zum Thema Alterssicherung.",Ampel
"Denn da haben ja FDP und SPD, insbesondere auch für die unterschiedlichen Vorstellung.",FDP
"Denn da haben ja FDP und SPD, insbesondere auch für die unterschiedlichen Vorstellung.",SPD
Die beteiligten Länder darunter Deutschland und auch die gesamte Europäische Union repräsentieren dabei mehr als 90% der weltweiten Waldfläche.,Union
Vor diesem Hintergrund ist die Aufnahmebereitschaft in der Europäischen Union.,Union
Der russische Angriffskrieg auf die Ukaine bedeutet natürlich auch für die NATO und die europäische Union eine Zeitenwende.,Union
"Warum wäre denn das aus Sicht der NATO oder der Europäischen Union eine schlechte Idee, eine solche Flugverbotszone über der Ukraine einzurichten, immerhin richten ja russische Luftangriffe in Norma, gerade humanitäre Schäden, an die wir auch schon in der Lage jetzt nochmal erörtert.",Union
"Deswegen ist eigentlich in der Ampelkoalition, aber auch in der Opposition Konsens, die Menschen in Deutschland sollen entlastet werden.",Ampel
"Deswegen ist eigentlich in der Ampelkoalition, aber auch in der Opposition Konsens, die Menschen in Deutschland sollen entlastet werden.",Ampelkoalition
"Aber was die Ampel genauer machen will, ist noch nicht klar.",Ampel
"Und da gibt es, das eine Konzept ist das Energiegeld, vor allem von den Grünen jetzt ventiliert.",Grüne
"Ja, hatten wir in der Lage schon lange bevor das Offizie des Grünenpunkten.",Grüne
"Und dann, der andere Weg, Einkommen zu stärken, der ist jetzt von der SPD vor allen Dingen vorgebracht worden.",SPD
"Die FDP hat sich auf so eine ganz skurrile Weise daran geknüpft, freie Fahrt für freier Bürger, innen sicherzustellen.",FDP
"Und jetzt muss man sehen, jetzt hat Christian Lindner noch diesen in der letzten Woche schon hinreichend zerlegten Vorschlag mit dieser Stützung des Benzin-Preises vorgelegt.",Christian Lindner
"Nachdem Christian Lindner jetzt quasi mutwillig, sich eine blutige Nase geholt hat mit diesem Quatsch-Vorschlag, wird er einfach nicht mehr die Größe haben, ein zweites Mal eine FDP-Position zu räumen.",FDP
"Nachdem Christian Lindner jetzt quasi mutwillig, sich eine blutige Nase geholt hat mit diesem Quatsch-Vorschlag, wird er einfach nicht mehr die Größe haben, ein zweites Mal eine FDP-Position zu räumen.",Christian Lindner
"Tempo Limit, ich sehe es nicht kommen, aber ich lasse mich sehr gerne von Christian Lindner überraschen.",Christian Lindner
"Und die ein sagen, ja, deswegen, also CDU Vorschlag, deswegen können wir jetzt noch nicht so tief eingreifen, weil wir das nicht genau wissen.",CDU
"Ich finde aber auf der anderen Seite quasi diesen Politech ganz cool zu sagen, okay, die FDP hat wegen einiger Impfskabtiker in den eigenen Reihe oder wegen irgendwelcher fanatischen Freiheitskämpfer innen, ein großes Problem, damit nach Impfpflicht zuzustimmen.",FDP
"Also lösen wir dieses Dilemma, indem wir der FDP sagen, es kann halt auch bei euch jeder abstimmen, wie ja Willi und die Kobikis dieser Welt können dann immer noch irgendwie von Freiheit ohne Masken fassen.",FDP
"Und deswegen ist so ein bisschen unklar, die CDU sagt, ja, zentrales Infrygister, ja, wir wollen ein Infrygister aufbauen, wo alle drin stehen und dann abgehakt wird, wer geimpft ist und wenn ich das ist sicherlich, dann mal die erfassendste Methode, da war wahrscheinlich auch gar nicht so lange, aber so hast halt ein Riesendaten zum Flugdaten.",CDU
"Und ganz offensichtlich hat die CDU jetzt hier und Leute, die das sonst noch für richtig halten, halt quasi einen Hebel entdeckt, um doch endlich mal ein bundesweites einheitliches Milderegister einzuführen, über die Hintertür eines Infrygisters.",CDU
"Bei Weitem nicht das einzige Problem, dass RT in der EU gerade hat, ganz im Gegenteil die europäische Union hat am 1. März eine Verordnung erlassen.",Union
"Die russische Föderation, also in der begonnenen, die russische Föderation hat eine systematische internationale Kampagne der Medienmanipulation und Verfälschung von Fakten unternommen, um ihre Strategie der Destabilisierung ihrer Nachbarländer und der Europäischen Union und ihrer Mitgliedstaaten zu intensivieren.",Union
"Ja, und jetzt konkret auf die Ukraine bezogen, gehen Sie davon aus, dass Russland eben durch diese Propaganda-Firmen-Propaganda-Sender versucht, die Aggressionen gegen die Ukraine zu rechtfertigen und zwar mit konzertierten Propaganda-Aktionen, die sich gegen die Zivilgesellschaft der Europäischen Union und ihrer Nachbarländer richten und die Fakten drastisch verzerran oder manipulieren.",Union
"Und das gibt es dann in der Feststellung, dass diese Medien eine erhebliche und unmittelbare Bedrohung für die öffentliche Ordnung und Sicherheit der Union sind.",Union
"Ja, wir sagen, diese Maßnahmen sollen beiberhalten werden, bis die Aggression gegen die Ukraine beendet wird und bis die russische Forderation und die mit ihr verbundenen Medien, die Durchführung von Propaganda-Aktionen gegen die Union und deren Mitgliedstaaten einstellen.",Union
"Das erste, das lässt sich ja noch relativ gut messen, aber das zweite, also Propaganda-Aktion, gegen die Union und ihre Mitgliedstaaten einstellen, das ist natürlich offen für Interpretation.",Union
Als Rechtsgrundlage herangezogen hat die Europäische Union hier quasi Sanktionsverordnung.,Union
Darum geht es und dann können sie klagen lustigerweise vor dem Gericht der Europäischen Union.,Union
"Nein, das Gericht der Europäischen Union ist quasi der kleine Bruder des Eugierhaar, von dem ja wiederum in der Lage schon öfter.",Union
"Wir haben nicht rausfinden können, dass RT jetzt das Gericht der Europäischen Union angerufen hätte, um dagegen zu klagen.",Union
"Also natürlich ist es sinnvoll darum, was zu diskutieren, ob die Union oder die Grünen jetzt in einer Sachfrage das bessere Konzept haben, aber es ist einfach nicht so wahnsinnig hilfreich, wenn man generell davon ausgeht, die Demokratie seine schlechte Idee und dessen solche das Führerprinzip eingeführt werden.",Union
"Also natürlich ist es sinnvoll darum, was zu diskutieren, ob die Union oder die Grünen jetzt in einer Sachfrage das bessere Konzept haben, aber es ist einfach nicht so wahnsinnig hilfreich, wenn man generell davon ausgeht, die Demokratie seine schlechte Idee und dessen solche das Führerprinzip eingeführt werden.",Grüne
"Und Meier sei eben Teil des völkischen Flügels der AfD, welcher vom Verfassungsschutz als Rechtsextrem eingestuft wurde und bis zur offiziellen Auflösung des Flügels 2019 sei, Meier sogar dessen Obmann gewesen, da kann man nur sagen, wow.",AfD
Der ist aktives AfD Mitglied und Richter des Freistaats Sachsen und war bis 2017 auch als Richter tätig.,AfD
"Jens Meier, also ein massiver Eingriff in die Wissenschaftsfreiheit und dieser Jens Meier war nun in der Zwischenzeit vier Jahre Bundestags Abgeordneter für die AfD. Und dafür wurde er von der Justiz beurlaubt.",AfD
"Die SPD im Landtag in Dresden sagt, weil es das grün geführte Justizministerium vor Bockt hat.",SPD
Also die SPD hat dazu extra einen Gutachten erstellen lassen.,SPD
"Tese der SPD, gestützt auf dieses Gutachten.",SPD
"Ist in offensichtlichen Erechtsextremis und saß für die AfD im Bundestag nicht gut, aber eben keine Straftat.",AfD
"Einer könnte man natürlich auf den Gedanken kommen, na AfD-Mittledschaft als solche, AfD gilt als Verdachtsfall wird von Verfassungsschutzbehörden beobachtet.",AfD
"Aber auf der anderen Seite muss man sagen, die AfD ist natürlich bisher nicht verboten, also eine legale Partei kann man wählen, daher kann man argumentieren, das alleine, also AfD-Mittledschaft, das kann ich reichen.",AfD
"So anders sieht das dementsprechend auch das deutsche Institut für Menschenrechte, D-I-M-R, die sagen ein Eintreten für die AfD ist mit der verfassungsrechtlichen Treuepflicht von Beamten und Beamten unvereinbar.",AfD
"Erstes Argument, zweites, erfahren Dienstvorgesetz, dass Beamte Mitglieder AfD sind oder sich für diese Einsätzen ohne Mitglied zu sein, ist es geboten, dass die Dienstvorgesetzend Disziplinarechtlich tätig werden.",AfD
"Bewertung, die fortgeschrittene Radikalisierung der AfD als Gesammpartei mache ein so konsequentes Vorgehen erforderlich.",AfD
"Das D-I-MR warnt eindringlich, die AfD habe sich mittlerweile zu einer eindeutig rechtsextreme verfassungsfeindlichen Partei entwickelt und der Rechtsstaatwürfe beamtigen und beamte, die erkennbar rassistische Positionen vertreten, nicht dolden.",AfD
SPD und Grüne in Sachsen sind wohl dafür für so eine Richteranklage.,SPD
SPD und Grüne in Sachsen sind wohl dafür für so eine Richteranklage.,Grüne
Problem ist nur sie regieren mit der CDU und die ziert sich zumindest noch.,CDU
"Und dann könnten SPD, Grüne und Linxfraktionen mit ein paar Leuten aus der Union.",Union
"Und dann könnten SPD, Grüne und Linxfraktionen mit ein paar Leuten aus der Union.",SPD
"Und dann könnten SPD, Grüne und Linxfraktionen mit ein paar Leuten aus der Union.",Grüne
"Das sagen eben zum Beispiel AfD und NPD, die sagen, werdet Schöffen und sorgt für zitatgerechte Urteil, ne?",AfD
"Und man kann sich ja genau vorstellen, was so ein AfD-Schiffe oder so eine NPD-Schöffen sich unter Gerechtigkeit vorstellen, ne?",AfD
"Wenn die AfD dazu aufruft, irgendwelche Rechtsextremen als Schöffen in die Gerichte zu bringen, um die Rechtsprechung in ihrem Sinne zu beeinflussen, dann würde ich sagen, dann sind wir jetzt an dem Punkt, würde sagen, liebe progresiv demokratische sind die Hörerschaft, werde schaffen.",AfD
"Ich meine immerhin, die AfD steht für 10 plus minus Prozent der Menschen in Deutschland und Problem ist es, wenn sich genau diese 10 Prozent jetzt ausgerechnet auf die Gerichte stürzen.",AfD
"So die Sendung ist lang, aber so viel Zeit muss sein für ein kleines Hoch auf die FDP.",FDP
"Das singen wir ja nicht oft das hohe Lead auf die FDP, aber wenn es denn mal an Anlass gibt, dann sollten wir uns auch in Anbetracht einer sehr langen Mal wiederlage doch die Zeit dafür nehmen.",FDP
"Es geht erstmal um eigentlich eine gute Meldung, denn die Renten steigen extrem um 5, je nachdem 6 Prozent und das heißt Rentnerin bekommt eine ganze Menge mehr und die SPD könnte natürlich ihre Mitgliedsbeiträge auch um 5-6 Prozent anheben.",SPD
Denn die SPD hat das natürlich maßgeblich durchsetzt.,SPD
"So, jetzt danke an die FDP, warum?",FDP
Denn die Rente wäre ohne die FDP noch viel mehr gestiegen als sie das jetzt tut.,FDP
"Und dieser sogenannte Nachholfaktor, der im Grunde dazu führt, dass die Rente quasi so ein bisschen den Kredits zurückzahlt, den die Allgemeinheit der Rentenkasse gewährt hatte, dieser Nachholfaktor wurde aber von Hubertus Heil 2018, heimlich still und leise, ausgeschaltet und damit, galt bei den Renten tatsächlich, das Sky is the limit.",Hubertus Heil
"Und wenn die FDP nicht gewesen wäre, dann wäre dieser Nachholfaktor auch jetzt nicht in Kraft getreten und die Renten werden noch stärker gestiegen mit den entsprechenden Belastung für die Allgemeinheit.",FDP
"Und die FDP haben gesagt, der Nachholfaktor muss schon sein, sonst geht das hier alles nicht und deswegen ein Hoch auf die FDP, die Renten, an Passung, die Rentener Höhung auf ein immer noch Sattes, aber für die Allgemeinheit dann doch besser atträgliches Maß eingedämmt hat.",FDP
"Als Putin bei der Pressekonferenz mit Olaf Scholz gesagt hat, ""Oh, da ist Völkermord in der Ukaina.",Olaf Scholz
"Muss man sagen, mit doch einigen Schnellschüssen, Markus Söder, verlangene Benzinpreisbremse, er sagt hier runter mit der Mehrwertsteuer.",Markus Söder
"FDP-Chef, Finanzminister Lindner will sogar startig finanzierte Rabatte auf Benzin und diese.",FDP
"Also wir haben ganz ehrlich gesagt einigermaßen geschmuntelt als ausgerechnet Christian Lindner, die Subventionierung des Benzinpreises und Dieselpreises verlangte.",Christian Lindner
Wir dachten ja eigentlich aus Sicht von Christian Lindner regelt das der Markt.,Christian Lindner
"Und Christian Lindner will genau das, wie er sagt, angeblich, weil es schnell geht, anders sehen, dass die Mineralkonzerne, also genau die Firmen, deren Profite dadurch gestärkt würden, genau die sagen trotzdem, ne, das würde so ohne wahr, dass nicht funktionieren, sondern halten diese Pläne von Christian Lindner für ein Bürokratiemonster.",Christian Lindner
"Dazu sagte, wenn ich der Robert Harbeck von den Grünen in der vergangenen Woche, dass er das eben prüft.",Grüne
"Ein anderer Diskussion, die auch noch läuft, die hat Sven Christian Kindler von den Grünen aus dem Bundestag, glaube ich, bevor sie das Finanzausschuss ist, weiß ich jetzt gerade nicht, haussatz ausschützt.",Grüne
"Ich bin mir nicht ganz sicher, jedenfalls jetzt ja im Bundestag für die Grünen und hat eben auch gefordert, dass Preisabsprachen überprüft werden müssten, möglicherweise Preisabsprachen.",Grüne
"Ich finde das nie derträchtig von Christian Lindner, dass er mit einer so populistischen Maßnahme wie diesem Benzingeld versucht, die Leute zu blenden.",Christian Lindner
"Und dann klingt das so, als wenn Christian Lindner für dich die Lösung hat.",Christian Lindner
"Natürlich guckt auch Christian Lindner drauf, wie irgendwie seine Partei in der Kunst der Wellerin und Weller gut da stehen kann.",Christian Lindner
"Das ist kein Geheimnis, dass es in den Koalitionsverhandlungen zwar beschlossen worden ist im Prinzip, aber insbesondere die FDP, der stark auf der Bremse steht.",FDP
Auch in der SPD gibt es gab es jedenfalls die FDP steht auf der Bremse.,FDP
Auch in der SPD gibt es gab es jedenfalls die FDP steht auf der Bremse.,SPD
Da muss sich jetzt die FDP bewegen.,FDP
"Wer hätte das gedacht, ausgerechnet Karl Lauterbach?",Karl Lauterbach
"Aber er trägt es tatsächlich mit, insbesondere mit FDP-Budus-Jussi-Zwinn ist da Marco Buschmann zusammen, hat er sich da was ausgedacht.",FDP
"Aber er trägt es tatsächlich mit, insbesondere mit FDP-Budus-Jussi-Zwinn ist da Marco Buschmann zusammen, hat er sich da was ausgedacht.",Marco Buschmann
"Und deswegen gibt es jetzt eben einen Gesetzentwurf der Ampekoalition, der maßgeblich auf einer Absprache zwischen Karl Lauterbach, Bundesgesündheitsminister und Marco Bushmann, Bundesjustizminister beruht.",Karl Lauterbach
"Und das bei diesen Inzidenzen, ja, wir haben es gesagt, ist ein kompromistischem Carl Lauterbach und insbesondere der FDP.",FDP
"Das ist das FDP-Augument, was ich nachvollziehen kann.",FDP
"Und insofern denke ich, hat die Ampel unter dem Strich schon einen Punkt, wenn sie meint, wir können nur noch relativ wenig an Eingriffen zum Schutz vor der Corona-Pandemie rechtfertigen.",Ampel
"Also das muss man sagen, dass die FDP insbesondere da so gekimpft hat für möglichst wenig Maskenpflichten.",FDP
"Und das finde ich es, das eigentlich irritierende, dass die Ampel überhaupt keine Vorkehrung getroffen hat, dafür, wenn die Lage wirklich wieder überkocht.",Ampel
"Das liegt an diesem bürokratischen Prozedere, dass sich die Ampel, da hat einfallen lassen, die angestellten mussten den Status melden.",Ampel
"Datzache ist nur, dass die Ampel diese Impfpflicht muss man wohl sagen, ziemlich vorbockt hat.",Ampel
"Das hat die Ampel, aber du musst sagen, den Ländern eingebrockt.",Ampel
Der war in Niedersachsen gehört zu SPD und der wurde heute.,SPD
Donnerstag vereidigt ist jetzt also auch ganz offiziell der neue Verteidigungsminister der Ampel.,Ampel
Der hatte ja zum Beispiel auch vor ein paar Jahren mal für den SPD-Parteiforsitz kandidiert.,SPD
"Also damals als dann Saske Esken und Norbert Walter Boyans, die Abstimmung unter den Mitgliedern der SPD gewonnen haben.",SPD
"Ja, also jedenfalls bei der SPD scheint ein bisschen Fachkräftemangel zu herrschen.",SPD
"Wir haben es gesagt, Christine Lambrecht, die bisherige Ministerin, war einfach fällig.",Christine Lambrecht
"Also Christine Lambrecht hat dieses Bootcamp, damals quasi aktiv verweigert, wollte nicht mal die Dienstgrade bei der Bundeswehr lernen.",Christine Lambrecht
"Und immerum gereicht wird als positives Beispiel Peter Strohk, der vor etwa 20 Jahren mal für die Sozialdemokraten Verteidungsminister war.",Sozialdemokraten
"Ja, also Sicherheitsexpertin weisen jetzt auch im Hintergrund Gespräch mit der Lage der Nation darauf hin, das ist natürlich letztlich ein Olaf Scholz, hängt was aus dieser Amtszeit von Boris Pistorius im Verteidungsministerium wird.",Olaf Scholz
"Also er ist ja so ein bisschen der Überraschungskandidat gewesen, er ist jetzt der Minister, der sich fachlich nicht aufgedrängt hat, er ist jetzt der Minister wirklich 100 Prozent von Olaf Scholz gnaden und was er wirklich erreichen kann in seinem Haus in der Bundeswehr, das wird maßgeblich davon abhängen, ob Olaf Scholz ihm sagt, ""Boris, Girl"" oder ob er ihm die Rückendeckung verweigert und außerdem sagen wir, dampfen diese Expertin, mit denen wir gesprochen haben, auch so ein bisschen die Erwartung, weil sie nämlich sagen, in den zwei Jahren, bis der Bundestagswahlkampf wieder beginnt, da kann man ohnehin jetzt auch nicht mehr so viel rocken.",Olaf Scholz
"Ja, also ich glaube trotz ist einfach eine Charakter-Eigenschaft, die bei Olaf Scholz immer mehr durchbricht, auch bei dem Panzer-Thema zu dem, wir gleich noch kommen, scheint, das eine große Rolle zu spielen.",Olaf Scholz
"Außerdem muss man sagen, geht Olaf Scholz auch deswegen nicht gerade gestärkt aus der Diskussion um die Spitze des Verteidigungsministeriums hervor, weil er nämlich mit der Neubesetzung durch Boris Bistorius eben einen Mann sein altes Versprechen aus den Zeiten der Koalitionsbildung nicht einhält, dass er sein Bundeskabiniert paritätisch halbhaue mit Männern und Frauen besetzt möchte.",Olaf Scholz
"Es ist jetzt noch nicht ganz halbzeit Ampel, aber fast halbzeit Ampel, so irreviel Zeit bleibt, die nicht mehr, bis zum nächsten Wahl was muss machen.",Ampel
"Das heißt, der Alleingang besteht aus ihrer Sicht zur Zeit vor allem da drin, dass Olaf Scholz mit beiden Füßen auf der Bremse steht.",Olaf Scholz
Die Ampel hat in dieser Woche mit dem Gesetzentwurf eine Art Befreiungsschlag versucht.,Ampel
"Das Thema ist seit Jahren in der Diskussion, war auch erheblich festgefahren und jetzt macht die Ampel doch einen Vorschlag für eine ziemlich grundlegende Reform.",Ampel
"Der Entwurf stammt dann letztlich aus der Feder von Menschen, die man den Ampel-Fraktionen arbeiten im Deutschen Bundestag.",Ampel
"Nun liegt also die Ampel ein Vorschlag vor, der große Chance hat auch umgesetzt zu werden.",Ampel
"Ja, wenn dieses Ding so durchkommen wie wir das jetzt hier diskutieren, dann ändert sich nichts daran, wie die Mehrheitsverhältnisse im Bundestag hergestellt werden, wie viel die CDU-Fraktion, die Union, die SPD bekommen.",Union
"Ja, wenn dieses Ding so durchkommen wie wir das jetzt hier diskutieren, dann ändert sich nichts daran, wie die Mehrheitsverhältnisse im Bundestag hergestellt werden, wie viel die CDU-Fraktion, die Union, die SPD bekommen.",CDU
"Ja, wenn dieses Ding so durchkommen wie wir das jetzt hier diskutieren, dann ändert sich nichts daran, wie die Mehrheitsverhältnisse im Bundestag hergestellt werden, wie viel die CDU-Fraktion, die Union, die SPD bekommen.",SPD
"Insbesondere schreibt sich die Ampel da kein Wahlrecht, dass jetzt besonders die Ampelparteien bevorzugend würde.",Ampel
"Insbesondere schreibt sich die Ampel da kein Wahlrecht, dass jetzt besonders die Ampelparteien bevorzugend würde.",Ampelparteien
"Man kann dann sagen, die Union verliert die meisten Direktmandate.",Union
"Wegen der Ausgleichsmandate nach heutigen Wahrricht hatten die vielen Direktmandatungen, Überhangmandate für die Union ja kein Einfluss auf die Mehrheitsverhältnisse, weil die anderen Parteien eben proportional dann Ausgleichsmandate bekommen waren.",Union
"Aber trotzdem ist es für die Union bitter, insbesondere die CSO würde diese Reform doch recht hart treffen.",Union
"Das heißt, die CSU hätte nach dem neuen Wahlrecht 11 Direkt Mandate weniger bekommen.",CSU
"Das heißt, die fallen dann jetzt auch weg, die bei der CSU sind es weniger Direktmandate, aber in anderen Parteien weniger Ausgleichsmandate unter dem Strich ist es egal.",CSU
"Zum Beispiel Bernhard Los hatte das schlechteste Ergebnis der CSU überhaupt erreicht, dann nehmen nicht im Wahlkreis München Nord, wo ihr nur 25,7% bekommen hat.",CSU
"Also, die Ampel schreibt sich jetzt kein Gesetz auf den Leib, dass sie irgendwie bevorzogen würde.",Ampel
"Aus über den Grünen, da gibt es quasi ein panitätischer Besitz für der Landeslisten, aber bei den meisten Parteien sind gerade hinten viele Frauen und viele jüngere Bewerbe rennen.",Grüne
"Ja, nimm die SPD.",SPD
"Fasten Viertel der SPD-Fraktion ist junger als 35. Diese Leute bekommen typischerweise, also also eben junge sind und noch nie so nennts mehr gaben.",SPD
"Fasten Viertel der SPD-Fraktion ist junger als 35. Diese Leute bekommen typischerweise, also also eben junge sind und noch nie so nennts mehr gaben.",SPD-Fraktion
"Zum Beispiel von der Vorsitzender Linkspartei, Janine Wissler, die sagte, der Entwurf der Ampelberge, die Gefahr, dass ganze Wahlkreise keine Vertretung mehr im Bundestag hätten.",Ampel
"Zum Beispiel von der Vorsitzender Linkspartei, Janine Wissler, die sagte, der Entwurf der Ampelberge, die Gefahr, dass ganze Wahlkreise keine Vertretung mehr im Bundestag hätten.",Linkspartei
"Zum Beispiel von der Vorsitzender Linkspartei, Janine Wissler, die sagte, der Entwurf der Ampelberge, die Gefahr, dass ganze Wahlkreise keine Vertretung mehr im Bundestag hätten.",Janine Wissler
