Sentence,Entity
Christian Lindner und Annalena Baerbock zeigten uns Zuschauern gestern Abend bei Maybrit Illner ihr herzliches Einvernehmen: Wir waren fast schon gerührt.,Christian Lindner
Norbert Röttgen dokumentierte dagegen das Elend der CDU.,CDU
Das gefällt neuerdings sogar den Grünen.,Grüne
Markus Söder gibt sich abgeklärter.,Markus Söder
Die SPD-Politikerin sieht neben den Plattformen und der Justiz auch die Zivilgesellschaft in der Pflicht.,SPD
Mehr zum Thema 1/ 												Energiepauschale            : 							Jetzt sind die Studenten dran			         												Bürokratieabbau            : 							Verbände schicken 470 Streich-Vorschläge an die Regierung			         												Einmalzahlung für Studierende            : 							Über sieben Brücken			         Die Sonderzahlung hatte die Ampel-Koalition im September vereinbart.,Regierung
Mehr zum Thema 1/ 												Energiepauschale            : 							Jetzt sind die Studenten dran			         												Bürokratieabbau            : 							Verbände schicken 470 Streich-Vorschläge an die Regierung			         												Einmalzahlung für Studierende            : 							Über sieben Brücken			         Die Sonderzahlung hatte die Ampel-Koalition im September vereinbart.,Koalition
Mehr zum Thema 1/ 												Energiepauschale            : 							Jetzt sind die Studenten dran			         												Bürokratieabbau            : 							Verbände schicken 470 Streich-Vorschläge an die Regierung			         												Einmalzahlung für Studierende            : 							Über sieben Brücken			         Die Sonderzahlung hatte die Ampel-Koalition im September vereinbart.,Ampel
Grünen-Politiker Wolfgang Siefert will das Amt übernehmen und die fahrradfreundliche Politik seines Vorgängers fortsetzen.,Grüne
Die Grünen-Kandidatin Manuela Rottmann stellt ihr Wahlprogramm für die Frankfurter Oberbürgermeisterwahl vor.,Grüne
Die Grünen-Kandidatin Manuela Rottmann stellt ihr Wahlprogramm für die Frankfurter Oberbürgermeisterwahl vor.,Die Grünen
Eine Reform der Pendlerpauschale und die Abkehr von großen Autos: Eine Liste voller Maßnahmen soll Verkehrsminister Volker Wissing auf Spur bringen.,Volker Wissing
Großzügig unterstützen die Regierungen auf der iberischen Halbinsel auch Mieter und Rentner.,Regierung
Saskia Esken stemmt sich gegen den Vorschlag von Bundesfinanzminister Lindner zur Entlastung von Pendlern: „Von solchen Steuererleichterungen profitieren niedrige Einkommensgruppen kaum.“,Saskia Esken
"Finanzminister Christian Lindner regt an, Pendler stärker zu unterstützen.",Christian Lindner
Die Reaktionen in der Ampel-Koalition sind geteilt.,Koalition
Die Reaktionen in der Ampel-Koalition sind geteilt.,Ampel
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gtn-b5eha Verfolgen Sie alle Bundesliga-Spiele von Bayern München, Borussia Dortmund, Bayer Leverkusen, RB Leipzig, Union Berlin, SC Freiburg, 1. FC Köln, FSV Mainz 05, TSG 1899 Hoffenheim, Borussia Mönchengladbach, Eintracht Frankfurt, VfL Wolfsburg, VfL Bochum, FC Augsburg, VfB Stuttgart, Hertha BSC, FC Schalke 04 und Werder Bremen im Liveticker.",Union
Dort hat die Internationale Eiskunstlauf-Union im Vorjahr das Entrée für die Teilnahme an den Wettkämpfen jenseits der Junioren-Konkurrenzen schrittweise auf 17 Jahre angehoben.,Union
"Im Interview spricht er auch über eine Opposition zu Gianni Infantino und seine Erinnerung an die WM 2006.		 Permalink: https://www.faz.net/-gtm-b6daa Herr Lahm, muss die EM in Deutschland den Fußball retten?",Opposition
Im Interview spricht er auch über eine Opposition zu Gianni Infantino und seine Erinnerung an die WM 2006.  Ein Fehler ist aufgetreten.,Opposition
Die geplanten und bereits geschlossenen Vereinbarungen zwischen einzelnen EU-Ländern kritisiert Regierungschef Conte deshalb scharf.,Regierung
Bundespräsident Frank-Walter Steinmeier und seine Frau Elke Büdenbender werden das Königspaar an allen drei Tagen begleiten - ein besonderes Zeichen der Wertschätzung.,Frank-Walter Steinmeier
"Als am 17. März Umweltaktivisten der „Last Generation“ die Fassade des Palazzo Vecchio mit oranger Farbe besprühten, um gegen die Klimapolitik der italienischen Regierung zu protestieren, schritt Nardella beherzt ein.",Regierung
Mehr zum Thema 1/ 												Bundestagsdebatte            : 							Union bezeichnet Verzögerung bei Vorratsdatenspeicherung als skandalös			         												Kampf gegen Kinderpornographie            : 							Keine Zeit für Scheinlösungen			         												Sexuelle Gewalt an Kindern            : 							Warum werden Frauen nicht als Täterinnen wahrgenommen?,Union
Bis zu ihrem zehnten Lebensjahr wuchs Atieno bei ihren Großeltern in einem Fischerdorf in Kenia auf. „,Kenia
Seit genau einem Jahr regiert die Ampelkoalition in Deutschland.,Ampelkoalition
Seit genau einem Jahr regiert die Ampelkoalition in Deutschland.,Ampel
Dort fordert sie von der Regierung weitere Schritte auf dem Weg in Richtung EU.,Regierung
Die Regierungspartei ist Kritikern zufolge aber auf einem immer autoritäreren Kurs.,Regierung
FAZ Plus Artikel:                                  Georgien und Russland                                : Tanz mit dem Wasserwerfer                         Bloß nicht in Russland aufwachen: Der Kampf gegen ihre kremlnahe Regierung vereint Georgier aus unterschiedlichen politischen Bereichen.,Regierung
FAZ Plus Artikel:                                  Kann die CDU Großstadt?,CDU
": Kampf um grüne Zuneigung                         Will die CDU in Großstädten Mehrheiten gewinnen, muss sie auch ins grüne Milieu.",CDU
In Frankfurt versucht es Uwe Becker mit allen Mitteln – aber die Grünen machen es ihm schwer.,Grüne
Bild: Rosa Burczyk 			Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,SPD
Bild: Rosa Burczyk 			Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,Koalition
"Permalink: https://www.faz.net/-gzh-b6j14 Wenn Mike Josef (SPD) am 11. Mai die Amtsgeschäfte als Oberbürgermeister von Frankfurt übernimmt, will er die Stadt lebenswerter machen: „Jetzt ist die Zeit des Handelns und der Entscheidungen“, kündigte der Sieger der Oberbürgermeisterwahl an.",SPD
"Josef dankte seinen Wählern, dem knapp unterlegenen CDU-Kandidaten Uwe Becker für einen fairen Wahlkampf und Nargess Eskandari-Grünberg (Die Grünen), die die Amtsgeschäfte seit der Abwahl von Oberbürgermeister Peter Feldmann kommissarisch führt, für ih­ren Einsatz.",Grüne
"Josef dankte seinen Wählern, dem knapp unterlegenen CDU-Kandidaten Uwe Becker für einen fairen Wahlkampf und Nargess Eskandari-Grünberg (Die Grünen), die die Amtsgeschäfte seit der Abwahl von Oberbürgermeister Peter Feldmann kommissarisch führt, für ih­ren Einsatz.",CDU
"Josef dankte seinen Wählern, dem knapp unterlegenen CDU-Kandidaten Uwe Becker für einen fairen Wahlkampf und Nargess Eskandari-Grünberg (Die Grünen), die die Amtsgeschäfte seit der Abwahl von Oberbürgermeister Peter Feldmann kommissarisch führt, für ih­ren Einsatz.",Die Grünen
"Mehr zum Thema 1/ 												Frankfurt hat gewählt            : 							Was Mike Josef jetzt tun muss			         												OB-Wahl Frankfurt            : 							Wo Josef verloren hat – und es Hoffnung für die CDU gibt			         												Oberbürgermeister-Wahl in Frankfurt            : 							Ein weiter Weg für die CDU zurück an die Macht			         Als Oberbürgermeister will Josef weiterhin für den Sport zuständig bleiben, gibt aber das Planungsdezernat ab.",CDU
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",SPD
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",Koalition
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",Grüne
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",FDP
Die Spitze der Frankfurter Grünen äußerte sich „er­leichtert“ über den Wahlausgang.,Grüne
"Das Rö­merbündnis habe noch viel vor, und dabei sei es hilfreich, einen Oberbürgermeister zu haben, der zum Koalitionsvertrag stehe, und nicht, wie der CDU-Kandidat Uwe Becker, in zentralen Fragen eine andere Position vertrete, sagte der Fraktionsvorsitzende der Grünen, Dimi­trios Bakakis. „",Koalition
"Das Rö­merbündnis habe noch viel vor, und dabei sei es hilfreich, einen Oberbürgermeister zu haben, der zum Koalitionsvertrag stehe, und nicht, wie der CDU-Kandidat Uwe Becker, in zentralen Fragen eine andere Position vertrete, sagte der Fraktionsvorsitzende der Grünen, Dimi­trios Bakakis. „",Grüne
"Das Rö­merbündnis habe noch viel vor, und dabei sei es hilfreich, einen Oberbürgermeister zu haben, der zum Koalitionsvertrag stehe, und nicht, wie der CDU-Kandidat Uwe Becker, in zentralen Fragen eine andere Position vertrete, sagte der Fraktionsvorsitzende der Grünen, Dimi­trios Bakakis. „",CDU
"Bakakis erwartet, dass bei Josef wieder die Belange der Bürger und nicht mehr – wie bei dessen Vorgänger Peter Feldmann (SPD) – „das Ego eines einzelnen Politikers“ im Vordergrund stehe.",SPD
"Während sich Feldmann explizit nicht als Teil der Koa­lition gesehen habe, habe Josef den Koalitionsvertrag als damaliger SPD-Vorsitzender mit unterzeichnet.",SPD
"Während sich Feldmann explizit nicht als Teil der Koa­lition gesehen habe, habe Josef den Koalitionsvertrag als damaliger SPD-Vorsitzender mit unterzeichnet.",Koalition
"Er gehe daher da­von aus, dass die Abstimmung zwischen Oberbürgermeister und Koalition künftig besser sein werde.",Koalition
"Ähnlich äußerte sich die Vorstandssprecherin der Frankfurter Grünen, Julia Frank. „",Grüne
"Alle in Römernähe sind erleichtert, weil es mit einem Oberbürgermeister, der Teil der Koalition ist, vermutlich ein wenig einfacher wird.“",Koalition
Mit schnelleren Entscheidungen rechnet Volt-Fraktionschef Martin Huber.,Martin Huber
Nach der OB-Wahl in Frankfurt: „Zeit des Handelns und der Entscheidungen“ Nach der OB-Wahl in Frankfurt „Zeit des Handelns und der Entscheidungen“ Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,SPD
Nach der OB-Wahl in Frankfurt: „Zeit des Handelns und der Entscheidungen“ Nach der OB-Wahl in Frankfurt „Zeit des Handelns und der Entscheidungen“ Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,Koalition
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-j6h-b6c1o Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU, rechts) und Mike Josef (SPD) wollen Frankfurter Oberbürgermeister werden.",SPD
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-j6h-b6c1o Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU, rechts) und Mike Josef (SPD) wollen Frankfurter Oberbürgermeister werden.",CDU
So geht es auch Mike Josef von der SPD.,SPD
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6h47 Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Wahlsieger Mike Josef (SPD) in der Menschenmenge im Frankfurter Römer die Glückwünsche von Bundesinnenministerin Nancy Faeser (SPD) entgegen.",Nancy Faeser
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6h47 Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Wahlsieger Mike Josef (SPD) in der Menschenmenge im Frankfurter Römer die Glückwünsche von Bundesinnenministerin Nancy Faeser (SPD) entgegen.",SPD
Bild: Frank Röth 			Mike Josef hat die Stichwahl um das Amt des Oberbürgermeisters gegen den CDU-Kandidaten Uwe Becker mit wenigen Tausend Stimmen Vorsprung gewonnen.,CDU
"Permalink: https://www.faz.net/-gzg-b6h47 Mike Josef ist neuer Oberbürgermeister von Frankfurt: In der Stichwahl hat der SPD-Politiker rund 52 Prozent der Wählerstimmen erhalten, Becker bekam 48 Prozent.",SPD
"Im ersten Wahlgang hatte der 40 Jahre alte Josef noch mit 24 Prozent auf dem zweiten Platz gelegen, zehn Prozentpunkte hinter dem CDU-Kandidaten Uwe Becker.",CDU
"Mitentscheidend dürfte die Unterstützung durch Grünen-Wähler gewesen sein, die im ersten Wahlgang noch für die Grüne Manuela Rottmann gestimmt hatten.",Grüne
"Josef folgt damit auf den früheren Sozialdemokraten Peter Feldmann, der im November nach AWO-Skandal und diversen Affären von den Bürgern abgewählt wurde.",Sozialdemokraten
Im Wahlkampf hatte der 53 Jahre alte Unionspolitiker für einen „Neuanfang“ in der Stadtpolitik geworben.,Union
Mobilitätsdezernent Stefan Majer (Die Grünen) äußerte sich erfreut über den Erfolg Josefs. „,Grüne
Mobilitätsdezernent Stefan Majer (Die Grünen) äußerte sich erfreut über den Erfolg Josefs. „,Die Grünen
"Wir haben lange genug ein katastrophales Führungsdefizit an der Spitze der Stadt gehabt“, sagte er mit Blick auf den abgewählten früheren Oberbürgermeister Peter Feldmann (SPD).",SPD
"Mit Josef als Stadtoberhaupt seien die Aussichten gut, dass der Koalitionsvertrag des Römerbündnisses in die Tat umgesetzt werden könne.",Koalition
Ähnlich äußerte sich der  FDP-Fraktionsvorsitzende Yanki Pürsün.,FDP
"Aus einem äußerst spannenden Wahlkampf hätten wohl alle Beteiligten neue Erkenntnisse für die Arbeit in der Koalition gewonnen, sagte er.",Koalition
"Im Oktober wird in Hessen ein neuer Landtag gewählt; die SPD erhofft sich von Josefs Sieg einen Motivationsschub für ihre Ministerpräsidentinnen-Kandidatin, Bundesinnenministerin Nancy Faeser.",Nancy Faeser
"Im Oktober wird in Hessen ein neuer Landtag gewählt; die SPD erhofft sich von Josefs Sieg einen Motivationsschub für ihre Ministerpräsidentinnen-Kandidatin, Bundesinnenministerin Nancy Faeser.",SPD
"Permalink: https://www.faz.net/-gzg-b6h47 Weitere Themen                                   OB-Wahl Frankfurt                                : Wo Josef verloren hat – und es Hoffnung für die CDU gibt                         Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",Grüne
"Permalink: https://www.faz.net/-gzg-b6h47 Weitere Themen                                   OB-Wahl Frankfurt                                : Wo Josef verloren hat – und es Hoffnung für die CDU gibt                         Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",CDU
OB-Wahl: Mike Josef (SPD) gewinnt knapp in Frankfurt OB-Wahl Frankfurt Mike Josef gewinnt knapp in Frankfurt Mike Josef hat die Stichwahl um das Amt des Oberbürgermeisters gegen den CDU-Kandidaten Uwe Becker mit wenigen Tausend Stimmen Vorsprung gewonnen.,SPD
OB-Wahl: Mike Josef (SPD) gewinnt knapp in Frankfurt OB-Wahl Frankfurt Mike Josef gewinnt knapp in Frankfurt Mike Josef hat die Stichwahl um das Amt des Oberbürgermeisters gegen den CDU-Kandidaten Uwe Becker mit wenigen Tausend Stimmen Vorsprung gewonnen.,CDU
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6fig Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU) gratuliert Mike Josef (r.), dem Gewinner der OB-Wahl 				Bild: Lucas Bäuml 			Josef siegt in zentrumsnahen Stadtteilen, Becker in Randbezirken +++ Wahlbeteiligung bei 35 Prozent +++ Kassel: Grünen-Politiker Sven Schoeller ohne Gegenkandidat gewählt  +++ Aktuelle Infos im Liveblog		 Permalink: https://www.faz.net/-gzg-b6fig  Quelle: FAZ.NET Hier können Sie die Rechte an diesem Artikel erwerben.",Grüne
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6fig Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU) gratuliert Mike Josef (r.), dem Gewinner der OB-Wahl 				Bild: Lucas Bäuml 			Josef siegt in zentrumsnahen Stadtteilen, Becker in Randbezirken +++ Wahlbeteiligung bei 35 Prozent +++ Kassel: Grünen-Politiker Sven Schoeller ohne Gegenkandidat gewählt  +++ Aktuelle Infos im Liveblog		 Permalink: https://www.faz.net/-gzg-b6fig  Quelle: FAZ.NET Hier können Sie die Rechte an diesem Artikel erwerben.",CDU
"Liveblog Frankfurter OB-Wahl: 52 Prozent der Wähler wollen Josef Liveblog Frankfurter OB-Wahl Josef gewinnt Grünen-Wähler und macht international Schlagzeilen Josef siegt in zentrumsnahen Stadtteilen, Becker in Randbezirken +++ Wahlbeteiligung bei 35 Prozent +++ Kassel: Grünen-Politiker Sven Schoeller ohne Gegenkandidat gewählt  +++ Aktuelle Infos im Liveblog  Ein Fehler ist aufgetreten.",Grüne
"Permalink: https://www.faz.net/-j5m-b641l Volker Schrörs und Robert Habeck hängen in einer Schicksalsgemeinschaft, ob sie wollen oder nicht.",Robert Habeck
Bundespolitik im Heizungskeller: Bauministerin Klara Geywitz besichtigt in Berlin-Lichterfelde eine Wärmepumpen-Mustersiedlung.,Klara Geywitz
"Im F.A.Z.-Interview spricht Robert Habeck über Wärmewende, Klimaschutz – und die Frage, ob eine neue Finanzkrise droht.",Robert Habeck
Bundeswirtschaftsminister Robert Habeck will den Einbau von Öl- und Gasheizungen verbieten.,Robert Habeck
Bei „Hart aber fair“ bekommt das von den Grünen geplante Gas- und Ölheizungsverbot scharfen Gegenwind.,Grüne
Und die FDP präsentiert schon wieder eine neue Position im Klimastreit.,FDP
Ein Gesetz soll das nach Regierungsauffassung „pragmatisch und sozial ausgewogen“ regeln.,Regierung
Der stellvertretende Fraktionschef der CDU/CSU-Fraktion Jens Spahn erwartet 300 Euro Stromkosten für Wärmepumpen im Monat.,CDU
Der stellvertretende Fraktionschef der CDU/CSU-Fraktion Jens Spahn erwartet 300 Euro Stromkosten für Wärmepumpen im Monat.,CDU/CSU-Fraktion
Der stellvertretende Fraktionschef der CDU/CSU-Fraktion Jens Spahn erwartet 300 Euro Stromkosten für Wärmepumpen im Monat.,CSU
Er unterstützt die FDP im Widerstand gegen die Heizungspläne der Grünen.,Grüne
Er unterstützt die FDP im Widerstand gegen die Heizungspläne der Grünen.,FDP
Die FDP hat Gegenvorschläge.,FDP
"Während sich die deutschen Automobilhersteller mit der Entscheidung aus Brüssel abgefunden haben und ihre Produktionslinien bereits auf die Fertigung von Elektroautos umstellen, stemmen sich Bundesverkehrsminister Volker Wissing (FDP) und seine Parteifreunde gegen das pauschale Verbrenner-Aus.",FDP
"Während sich die deutschen Automobilhersteller mit der Entscheidung aus Brüssel abgefunden haben und ihre Produktionslinien bereits auf die Fertigung von Elektroautos umstellen, stemmen sich Bundesverkehrsminister Volker Wissing (FDP) und seine Parteifreunde gegen das pauschale Verbrenner-Aus.",Volker Wissing
Grüne E-Fuels Was die synthetischen Kraftstoffe wirklich bringen Im Streit um die Zukunft des Verbrenners sind die E-Fuels in den Fokus gerückt.,Grüne
Die Regierung in Tokio stützt sich dabei auf eine neue Untersuchung zu unbekannten Flugobjekten.,Regierung
Bald soll sogar ein offizieller Bericht der Regierung dazu erscheinen.,Regierung
"Ufologen fordern die amerikanische Regierung auf endlich zuzugeben, daß vor fast 40 Jahren in Kecksburg Außerirdische landeten.",Regierung
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b6ifl Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Bundeskanzler Olaf Scholz (vorne) kommt, gefolgt von Wirtschaftsminister Habeck, Verkehrsminister Wissing, Justizminister Buschmann und Außenministerin Baerbock sowie Alexander Schiemann (hinten links), Stellvertreter Büroleiter des Kanzlers, und Regierungssprecher Steffen Hebestreit (hinten rechts) am Flughafen Berlin-Brandenburg zum Regierungsflugzeug, um zu den deutsch-niederländischen Regierungskonsultationen in Rotterdam zu fliegen.",Regierung
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b6ifl Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Bundeskanzler Olaf Scholz (vorne) kommt, gefolgt von Wirtschaftsminister Habeck, Verkehrsminister Wissing, Justizminister Buschmann und Außenministerin Baerbock sowie Alexander Schiemann (hinten links), Stellvertreter Büroleiter des Kanzlers, und Regierungssprecher Steffen Hebestreit (hinten rechts) am Flughafen Berlin-Brandenburg zum Regierungsflugzeug, um zu den deutsch-niederländischen Regierungskonsultationen in Rotterdam zu fliegen.",Olaf Scholz
"Permalink: https://www.faz.net/-gpg-b6ifl Neunzehn Stunden haben die Spitzen der Ampelkoalition im Kanzleramt getagt, als sie endlich ein Ergebnis präsentieren.",Ampelkoalition
"Permalink: https://www.faz.net/-gpg-b6ifl Neunzehn Stunden haben die Spitzen der Ampelkoalition im Kanzleramt getagt, als sie endlich ein Ergebnis präsentieren.",Ampel
Der Koalitionsausschuss ist mit der Suche nach Lösungen für die Streitfragen der Ampel noch nicht fertig.,Koalition
Der Koalitionsausschuss ist mit der Suche nach Lösungen für die Streitfragen der Ampel noch nicht fertig.,Ampel
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",SPD
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Regierung
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Olaf Scholz
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Grüne
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",FDP
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Robert Habeck
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Christian Lindner
"Sicher, ein Bruch der Koalition wäre die noch größere Niederlage gewesen.",Koalition
"Die Deutschen erwarten Antworten von ihrer Regierung, und die muss ihnen sagen: Wir suchen noch danach, mit vollem Einsatz zwar, total übernächtigt, aber noch ergebnislos.",Regierung
"Koalitionsausschuss vertagt: Keine Einigung nach fast 20-stündigen Verhandlungen Koalitionsausschuss vertagt Ergebnislos durch die Nacht Die Spitzen der Bundesregierung kamen zusammen, um Lösungen für Streitthemen zu finden.",Koalition
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b6blh Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Olaf Scholz steigt im Juni 2022 im litauischen Vilnius aus dem Flugzeug.",Olaf Scholz
"Bild: dpa 			Der Krieg in der Ukraine sorgt dafür, dass Olaf Scholz besonders viel durch die Welt reist.",Olaf Scholz
Permalink: https://www.faz.net/-gpg-b6blh Am Sonntag konnte Olaf Scholz auf Risse im Eis des Nordpolarmeers schauen.,Olaf Scholz
"Wie auch immer die Risse, die aus dem Kanzlerflugzeug zu sehen waren, entstanden sind: Der CO2-Ausstoß beim Ein-Tages-Ausflug der Regierung in die japanische Hauptstadt ist erheblich.",Regierung
Die Reisen des Kanzlers: Warum fliegt Olaf Scholz so viel?,Olaf Scholz
"Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",Grüne
"Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",CDU
"Die AfD (Alternative für Deutschland) ist eine deutsche Oppositionspartei, die seit 2013 besteht und als rechtspopulistisch einzuordnen ist.",AfD
"Die AfD (Alternative für Deutschland) ist eine deutsche Oppositionspartei, die seit 2013 besteht und als rechtspopulistisch einzuordnen ist.",Opposition
"Die AfD (Alternative für Deutschland) ist eine deutsche Oppositionspartei, die seit 2013 besteht und als rechtspopulistisch einzuordnen ist.",Alternative für Deutschland
Sie steht unter der Leitung der Parteivorsitzenden Tino Chrupalla und Alice Weidel.,Tino Chrupalla
Sie steht unter der Leitung der Parteivorsitzenden Tino Chrupalla und Alice Weidel.,Alice Weidel
Spitzenkandidaten für die Bundestagswahl 2021 waren ebensfallsTino Chrupalla und Alice Weidel.,Tino Chrupalla
Spitzenkandidaten für die Bundestagswahl 2021 waren ebensfallsTino Chrupalla und Alice Weidel.,Alice Weidel
Anfängliche Wahlerfolge der Alternative für Deutschland Trotz der noch jungen Geschichte der Partei konnte sie in Wahlen bereits beachtliche Ergebnisse einfahren.,Alternative für Deutschland
"Das Wahlprogramm der AfD Die Alternative für Deutschland verfolgt in vielen Bereichen Ansätze, die stark von denen konservativer Parteien abweichen.",AfD
"Das Wahlprogramm der AfD Die Alternative für Deutschland verfolgt in vielen Bereichen Ansätze, die stark von denen konservativer Parteien abweichen.",Alternative für Deutschland
Der Wahlausschuss in Bremen hat die AfD wegen deren interner Querelen nicht für die Bürgerschaftswahl zugelassen.,AfD
"Leider passt es zum Geschäftsmodell der AfD, das politische System zu diskreditieren.",AfD
Noch zerstrittener als anderswo präsentiert sich die AfD in Bremen.,AfD
Der Landeswahlausschuss wies Beschwerden der AfD gegen die Ablehnung zweier konkurrierender Listen für den Wahlbereich Bremen zurück.,AfD
"Es ist kein Zufall, dass die AfD wieder vor den Grünen liegt.",Grüne
"Es ist kein Zufall, dass die AfD wieder vor den Grünen liegt.",AfD
Bei der Bremer Bürgschaftswahl im Mai kann die zutiefst zerstrittene AfD voraussichtlich nicht antreten.,AfD
Und die Bürgerschaftswahl in Bremen findet womöglich ohne die AfD statt.,AfD
