Sentence,Entity,predicted_label
"Putin ist nicht irrational: Bei „Maybrit Illner“ machte die SPD keine gute Figur, auch wenn Lars Klingbeil sich in der Kunst des hochtrabenden Drumherumredens bewährte.",SPD,2
"Putin ist nicht irrational: Bei „Maybrit Illner“ machte die SPD keine gute Figur, auch wenn Lars Klingbeil sich in der Kunst des hochtrabenden Drumherumredens bewährte.",Lars Klingbeil,2
Die missglückte Sendung mit Jens Spahn und Hubertus Heil erlebt zum Schluss den passenden Höhepunkt.,Hubertus Heil,2
Bei Maybrit Illner stellt sich Bundeskanzler Olaf Scholz den Fragen von Bürgerinnen und Bürgern.,Olaf Scholz,2
Christian Lindner und Annalena Baerbock zeigten uns Zuschauern gestern Abend bei Maybrit Illner ihr herzliches Einvernehmen: Wir waren fast schon gerührt.,Christian Lindner,2
Norbert Röttgen dokumentierte dagegen das Elend der CDU.,CDU,2
Das gefällt neuerdings sogar den Grünen.,Grüne,2
Markus Söder gibt sich abgeklärter.,Markus Söder,2
Die SPD-Politikerin sieht neben den Plattformen und der Justiz auch die Zivilgesellschaft in der Pflicht.,SPD,2
Mehr zum Thema 1/ 												Energiepauschale            : 							Jetzt sind die Studenten dran			         												Bürokratieabbau            : 							Verbände schicken 470 Streich-Vorschläge an die Regierung			         												Einmalzahlung für Studierende            : 							Über sieben Brücken			         Die Sonderzahlung hatte die Ampel-Koalition im September vereinbart.,Regierung,1
Mehr zum Thema 1/ 												Energiepauschale            : 							Jetzt sind die Studenten dran			         												Bürokratieabbau            : 							Verbände schicken 470 Streich-Vorschläge an die Regierung			         												Einmalzahlung für Studierende            : 							Über sieben Brücken			         Die Sonderzahlung hatte die Ampel-Koalition im September vereinbart.,Koalition,1
Mehr zum Thema 1/ 												Energiepauschale            : 							Jetzt sind die Studenten dran			         												Bürokratieabbau            : 							Verbände schicken 470 Streich-Vorschläge an die Regierung			         												Einmalzahlung für Studierende            : 							Über sieben Brücken			         Die Sonderzahlung hatte die Ampel-Koalition im September vereinbart.,Ampel,1
Grünen-Politiker Wolfgang Siefert will das Amt übernehmen und die fahrradfreundliche Politik seines Vorgängers fortsetzen.,Grüne,2
Die Grünen-Kandidatin Manuela Rottmann stellt ihr Wahlprogramm für die Frankfurter Oberbürgermeisterwahl vor.,Grüne,2
Die Grünen-Kandidatin Manuela Rottmann stellt ihr Wahlprogramm für die Frankfurter Oberbürgermeisterwahl vor.,Die Grünen,2
Eine Reform der Pendlerpauschale und die Abkehr von großen Autos: Eine Liste voller Maßnahmen soll Verkehrsminister Volker Wissing auf Spur bringen.,Volker Wissing,2
Großzügig unterstützen die Regierungen auf der iberischen Halbinsel auch Mieter und Rentner.,Regierung,2
Saskia Esken stemmt sich gegen den Vorschlag von Bundesfinanzminister Lindner zur Entlastung von Pendlern: „Von solchen Steuererleichterungen profitieren niedrige Einkommensgruppen kaum.“,Saskia Esken,1
"Finanzminister Christian Lindner regt an, Pendler stärker zu unterstützen.",Christian Lindner,2
Die Reaktionen in der Ampel-Koalition sind geteilt.,Koalition,2
Die Reaktionen in der Ampel-Koalition sind geteilt.,Ampel,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gtn-b5eha Verfolgen Sie alle Bundesliga-Spiele von Bayern München, Borussia Dortmund, Bayer Leverkusen, RB Leipzig, Union Berlin, SC Freiburg, 1. FC Köln, FSV Mainz 05, TSG 1899 Hoffenheim, Borussia Mönchengladbach, Eintracht Frankfurt, VfL Wolfsburg, VfL Bochum, FC Augsburg, VfB Stuttgart, Hertha BSC, FC Schalke 04 und Werder Bremen im Liveticker.",Union,2
Dort hat die Internationale Eiskunstlauf-Union im Vorjahr das Entrée für die Teilnahme an den Wettkämpfen jenseits der Junioren-Konkurrenzen schrittweise auf 17 Jahre angehoben.,Union,2
"Im Interview spricht er auch über eine Opposition zu Gianni Infantino und seine Erinnerung an die WM 2006.		 Permalink: https://www.faz.net/-gtm-b6daa Herr Lahm, muss die EM in Deutschland den Fußball retten?",Opposition,1
Im Interview spricht er auch über eine Opposition zu Gianni Infantino und seine Erinnerung an die WM 2006.  Ein Fehler ist aufgetreten.,Opposition,1
Die geplanten und bereits geschlossenen Vereinbarungen zwischen einzelnen EU-Ländern kritisiert Regierungschef Conte deshalb scharf.,Regierung,1
Bundespräsident Frank-Walter Steinmeier und seine Frau Elke Büdenbender werden das Königspaar an allen drei Tagen begleiten - ein besonderes Zeichen der Wertschätzung.,Frank-Walter Steinmeier,0
"Als am 17. März Umweltaktivisten der „Last Generation“ die Fassade des Palazzo Vecchio mit oranger Farbe besprühten, um gegen die Klimapolitik der italienischen Regierung zu protestieren, schritt Nardella beherzt ein.",Regierung,1
Mehr zum Thema 1/ 												Bundestagsdebatte            : 							Union bezeichnet Verzögerung bei Vorratsdatenspeicherung als skandalös			         												Kampf gegen Kinderpornographie            : 							Keine Zeit für Scheinlösungen			         												Sexuelle Gewalt an Kindern            : 							Warum werden Frauen nicht als Täterinnen wahrgenommen?,Union,1
Bis zu ihrem zehnten Lebensjahr wuchs Atieno bei ihren Großeltern in einem Fischerdorf in Kenia auf. „,Kenia,2
Seit genau einem Jahr regiert die Ampelkoalition in Deutschland.,Ampelkoalition,2
Seit genau einem Jahr regiert die Ampelkoalition in Deutschland.,Ampel,2
Dort fordert sie von der Regierung weitere Schritte auf dem Weg in Richtung EU.,Regierung,2
Die Regierungspartei ist Kritikern zufolge aber auf einem immer autoritäreren Kurs.,Regierung,2
FAZ Plus Artikel:                                  Georgien und Russland                                : Tanz mit dem Wasserwerfer                         Bloß nicht in Russland aufwachen: Der Kampf gegen ihre kremlnahe Regierung vereint Georgier aus unterschiedlichen politischen Bereichen.,Regierung,1
FAZ Plus Artikel:                                  Kann die CDU Großstadt?,CDU,2
": Kampf um grüne Zuneigung                         Will die CDU in Großstädten Mehrheiten gewinnen, muss sie auch ins grüne Milieu.",CDU,2
In Frankfurt versucht es Uwe Becker mit allen Mitteln – aber die Grünen machen es ihm schwer.,Grüne,2
Bild: Rosa Burczyk 			Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,SPD,0
Bild: Rosa Burczyk 			Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,Koalition,0
"Permalink: https://www.faz.net/-gzh-b6j14 Wenn Mike Josef (SPD) am 11. Mai die Amtsgeschäfte als Oberbürgermeister von Frankfurt übernimmt, will er die Stadt lebenswerter machen: „Jetzt ist die Zeit des Handelns und der Entscheidungen“, kündigte der Sieger der Oberbürgermeisterwahl an.",SPD,2
"Josef dankte seinen Wählern, dem knapp unterlegenen CDU-Kandidaten Uwe Becker für einen fairen Wahlkampf und Nargess Eskandari-Grünberg (Die Grünen), die die Amtsgeschäfte seit der Abwahl von Oberbürgermeister Peter Feldmann kommissarisch führt, für ih­ren Einsatz.",Grüne,0
"Josef dankte seinen Wählern, dem knapp unterlegenen CDU-Kandidaten Uwe Becker für einen fairen Wahlkampf und Nargess Eskandari-Grünberg (Die Grünen), die die Amtsgeschäfte seit der Abwahl von Oberbürgermeister Peter Feldmann kommissarisch führt, für ih­ren Einsatz.",CDU,0
"Josef dankte seinen Wählern, dem knapp unterlegenen CDU-Kandidaten Uwe Becker für einen fairen Wahlkampf und Nargess Eskandari-Grünberg (Die Grünen), die die Amtsgeschäfte seit der Abwahl von Oberbürgermeister Peter Feldmann kommissarisch führt, für ih­ren Einsatz.",Die Grünen,0
"Mehr zum Thema 1/ 												Frankfurt hat gewählt            : 							Was Mike Josef jetzt tun muss			         												OB-Wahl Frankfurt            : 							Wo Josef verloren hat – und es Hoffnung für die CDU gibt			         												Oberbürgermeister-Wahl in Frankfurt            : 							Ein weiter Weg für die CDU zurück an die Macht			         Als Oberbürgermeister will Josef weiterhin für den Sport zuständig bleiben, gibt aber das Planungsdezernat ab.",CDU,2
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",SPD,2
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",Koalition,2
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",Grüne,2
"Bei Grünen, FDP und Volt, die ge­meinsam mit der SPD eine Koalition im Rathaus Römer bilden, herrscht Zufriedenheit über den Erfolg Josefs.",FDP,2
Die Spitze der Frankfurter Grünen äußerte sich „er­leichtert“ über den Wahlausgang.,Grüne,2
"Das Rö­merbündnis habe noch viel vor, und dabei sei es hilfreich, einen Oberbürgermeister zu haben, der zum Koalitionsvertrag stehe, und nicht, wie der CDU-Kandidat Uwe Becker, in zentralen Fragen eine andere Position vertrete, sagte der Fraktionsvorsitzende der Grünen, Dimi­trios Bakakis. „",Koalition,2
"Das Rö­merbündnis habe noch viel vor, und dabei sei es hilfreich, einen Oberbürgermeister zu haben, der zum Koalitionsvertrag stehe, und nicht, wie der CDU-Kandidat Uwe Becker, in zentralen Fragen eine andere Position vertrete, sagte der Fraktionsvorsitzende der Grünen, Dimi­trios Bakakis. „",Grüne,2
"Das Rö­merbündnis habe noch viel vor, und dabei sei es hilfreich, einen Oberbürgermeister zu haben, der zum Koalitionsvertrag stehe, und nicht, wie der CDU-Kandidat Uwe Becker, in zentralen Fragen eine andere Position vertrete, sagte der Fraktionsvorsitzende der Grünen, Dimi­trios Bakakis. „",CDU,2
"Bakakis erwartet, dass bei Josef wieder die Belange der Bürger und nicht mehr – wie bei dessen Vorgänger Peter Feldmann (SPD) – „das Ego eines einzelnen Politikers“ im Vordergrund stehe.",SPD,2
"Während sich Feldmann explizit nicht als Teil der Koa­lition gesehen habe, habe Josef den Koalitionsvertrag als damaliger SPD-Vorsitzender mit unterzeichnet.",SPD,2
"Während sich Feldmann explizit nicht als Teil der Koa­lition gesehen habe, habe Josef den Koalitionsvertrag als damaliger SPD-Vorsitzender mit unterzeichnet.",Koalition,2
"Er gehe daher da­von aus, dass die Abstimmung zwischen Oberbürgermeister und Koalition künftig besser sein werde.",Koalition,2
"Ähnlich äußerte sich die Vorstandssprecherin der Frankfurter Grünen, Julia Frank. „",Grüne,2
"Alle in Römernähe sind erleichtert, weil es mit einem Oberbürgermeister, der Teil der Koalition ist, vermutlich ein wenig einfacher wird.“",Koalition,2
Mit schnelleren Entscheidungen rechnet Volt-Fraktionschef Martin Huber.,Martin Huber,2
Nach der OB-Wahl in Frankfurt: „Zeit des Handelns und der Entscheidungen“ Nach der OB-Wahl in Frankfurt „Zeit des Handelns und der Entscheidungen“ Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,SPD,2
Nach der OB-Wahl in Frankfurt: „Zeit des Handelns und der Entscheidungen“ Nach der OB-Wahl in Frankfurt „Zeit des Handelns und der Entscheidungen“ Bei den Parteien der Koalition Im Rathaus Römer herrscht Erleichterung über den Erfolg von Mike Josef (SPD).,Koalition,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-j6h-b6c1o Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU, rechts) und Mike Josef (SPD) wollen Frankfurter Oberbürgermeister werden.",SPD,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-j6h-b6c1o Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU, rechts) und Mike Josef (SPD) wollen Frankfurter Oberbürgermeister werden.",CDU,2
So geht es auch Mike Josef von der SPD.,SPD,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6h47 Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Wahlsieger Mike Josef (SPD) in der Menschenmenge im Frankfurter Römer die Glückwünsche von Bundesinnenministerin Nancy Faeser (SPD) entgegen.",Nancy Faeser,0
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6h47 Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Wahlsieger Mike Josef (SPD) in der Menschenmenge im Frankfurter Römer die Glückwünsche von Bundesinnenministerin Nancy Faeser (SPD) entgegen.",SPD,0
Bild: Frank Röth 			Mike Josef hat die Stichwahl um das Amt des Oberbürgermeisters gegen den CDU-Kandidaten Uwe Becker mit wenigen Tausend Stimmen Vorsprung gewonnen.,CDU,2
"Permalink: https://www.faz.net/-gzg-b6h47 Mike Josef ist neuer Oberbürgermeister von Frankfurt: In der Stichwahl hat der SPD-Politiker rund 52 Prozent der Wählerstimmen erhalten, Becker bekam 48 Prozent.",SPD,2
"Im ersten Wahlgang hatte der 40 Jahre alte Josef noch mit 24 Prozent auf dem zweiten Platz gelegen, zehn Prozentpunkte hinter dem CDU-Kandidaten Uwe Becker.",CDU,2
"Mitentscheidend dürfte die Unterstützung durch Grünen-Wähler gewesen sein, die im ersten Wahlgang noch für die Grüne Manuela Rottmann gestimmt hatten.",Grüne,2
"Josef folgt damit auf den früheren Sozialdemokraten Peter Feldmann, der im November nach AWO-Skandal und diversen Affären von den Bürgern abgewählt wurde.",Sozialdemokraten,1
Im Wahlkampf hatte der 53 Jahre alte Unionspolitiker für einen „Neuanfang“ in der Stadtpolitik geworben.,Union,2
Mobilitätsdezernent Stefan Majer (Die Grünen) äußerte sich erfreut über den Erfolg Josefs. „,Grüne,1
Mobilitätsdezernent Stefan Majer (Die Grünen) äußerte sich erfreut über den Erfolg Josefs. „,Die Grünen,1
"Wir haben lange genug ein katastrophales Führungsdefizit an der Spitze der Stadt gehabt“, sagte er mit Blick auf den abgewählten früheren Oberbürgermeister Peter Feldmann (SPD).",SPD,1
"Mit Josef als Stadtoberhaupt seien die Aussichten gut, dass der Koalitionsvertrag des Römerbündnisses in die Tat umgesetzt werden könne.",Koalition,0
Ähnlich äußerte sich der  FDP-Fraktionsvorsitzende Yanki Pürsün.,FDP,2
"Aus einem äußerst spannenden Wahlkampf hätten wohl alle Beteiligten neue Erkenntnisse für die Arbeit in der Koalition gewonnen, sagte er.",Koalition,2
"Im Oktober wird in Hessen ein neuer Landtag gewählt; die SPD erhofft sich von Josefs Sieg einen Motivationsschub für ihre Ministerpräsidentinnen-Kandidatin, Bundesinnenministerin Nancy Faeser.",Nancy Faeser,1
"Im Oktober wird in Hessen ein neuer Landtag gewählt; die SPD erhofft sich von Josefs Sieg einen Motivationsschub für ihre Ministerpräsidentinnen-Kandidatin, Bundesinnenministerin Nancy Faeser.",SPD,1
"Permalink: https://www.faz.net/-gzg-b6h47 Weitere Themen                                   OB-Wahl Frankfurt                                : Wo Josef verloren hat – und es Hoffnung für die CDU gibt                         Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",Grüne,0
"Permalink: https://www.faz.net/-gzg-b6h47 Weitere Themen                                   OB-Wahl Frankfurt                                : Wo Josef verloren hat – und es Hoffnung für die CDU gibt                         Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",CDU,0
OB-Wahl: Mike Josef (SPD) gewinnt knapp in Frankfurt OB-Wahl Frankfurt Mike Josef gewinnt knapp in Frankfurt Mike Josef hat die Stichwahl um das Amt des Oberbürgermeisters gegen den CDU-Kandidaten Uwe Becker mit wenigen Tausend Stimmen Vorsprung gewonnen.,SPD,2
OB-Wahl: Mike Josef (SPD) gewinnt knapp in Frankfurt OB-Wahl Frankfurt Mike Josef gewinnt knapp in Frankfurt Mike Josef hat die Stichwahl um das Amt des Oberbürgermeisters gegen den CDU-Kandidaten Uwe Becker mit wenigen Tausend Stimmen Vorsprung gewonnen.,CDU,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6fig Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU) gratuliert Mike Josef (r.), dem Gewinner der OB-Wahl 				Bild: Lucas Bäuml 			Josef siegt in zentrumsnahen Stadtteilen, Becker in Randbezirken +++ Wahlbeteiligung bei 35 Prozent +++ Kassel: Grünen-Politiker Sven Schoeller ohne Gegenkandidat gewählt  +++ Aktuelle Infos im Liveblog		 Permalink: https://www.faz.net/-gzg-b6fig  Quelle: FAZ.NET Hier können Sie die Rechte an diesem Artikel erwerben.",Grüne,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gzg-b6fig Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Uwe Becker (CDU) gratuliert Mike Josef (r.), dem Gewinner der OB-Wahl 				Bild: Lucas Bäuml 			Josef siegt in zentrumsnahen Stadtteilen, Becker in Randbezirken +++ Wahlbeteiligung bei 35 Prozent +++ Kassel: Grünen-Politiker Sven Schoeller ohne Gegenkandidat gewählt  +++ Aktuelle Infos im Liveblog		 Permalink: https://www.faz.net/-gzg-b6fig  Quelle: FAZ.NET Hier können Sie die Rechte an diesem Artikel erwerben.",CDU,2
"Liveblog Frankfurter OB-Wahl: 52 Prozent der Wähler wollen Josef Liveblog Frankfurter OB-Wahl Josef gewinnt Grünen-Wähler und macht international Schlagzeilen Josef siegt in zentrumsnahen Stadtteilen, Becker in Randbezirken +++ Wahlbeteiligung bei 35 Prozent +++ Kassel: Grünen-Politiker Sven Schoeller ohne Gegenkandidat gewählt  +++ Aktuelle Infos im Liveblog  Ein Fehler ist aufgetreten.",Grüne,2
"Permalink: https://www.faz.net/-j5m-b641l Volker Schrörs und Robert Habeck hängen in einer Schicksalsgemeinschaft, ob sie wollen oder nicht.",Robert Habeck,1
Bundespolitik im Heizungskeller: Bauministerin Klara Geywitz besichtigt in Berlin-Lichterfelde eine Wärmepumpen-Mustersiedlung.,Klara Geywitz,2
"Im F.A.Z.-Interview spricht Robert Habeck über Wärmewende, Klimaschutz – und die Frage, ob eine neue Finanzkrise droht.",Robert Habeck,1
Bundeswirtschaftsminister Robert Habeck will den Einbau von Öl- und Gasheizungen verbieten.,Robert Habeck,2
Bei „Hart aber fair“ bekommt das von den Grünen geplante Gas- und Ölheizungsverbot scharfen Gegenwind.,Grüne,1
Und die FDP präsentiert schon wieder eine neue Position im Klimastreit.,FDP,2
Ein Gesetz soll das nach Regierungsauffassung „pragmatisch und sozial ausgewogen“ regeln.,Regierung,2
Der stellvertretende Fraktionschef der CDU/CSU-Fraktion Jens Spahn erwartet 300 Euro Stromkosten für Wärmepumpen im Monat.,CDU,2
Der stellvertretende Fraktionschef der CDU/CSU-Fraktion Jens Spahn erwartet 300 Euro Stromkosten für Wärmepumpen im Monat.,CDU/CSU-Fraktion,2
Der stellvertretende Fraktionschef der CDU/CSU-Fraktion Jens Spahn erwartet 300 Euro Stromkosten für Wärmepumpen im Monat.,CSU,2
Er unterstützt die FDP im Widerstand gegen die Heizungspläne der Grünen.,Grüne,2
Er unterstützt die FDP im Widerstand gegen die Heizungspläne der Grünen.,FDP,2
Die FDP hat Gegenvorschläge.,FDP,2
"Während sich die deutschen Automobilhersteller mit der Entscheidung aus Brüssel abgefunden haben und ihre Produktionslinien bereits auf die Fertigung von Elektroautos umstellen, stemmen sich Bundesverkehrsminister Volker Wissing (FDP) und seine Parteifreunde gegen das pauschale Verbrenner-Aus.",FDP,1
"Während sich die deutschen Automobilhersteller mit der Entscheidung aus Brüssel abgefunden haben und ihre Produktionslinien bereits auf die Fertigung von Elektroautos umstellen, stemmen sich Bundesverkehrsminister Volker Wissing (FDP) und seine Parteifreunde gegen das pauschale Verbrenner-Aus.",Volker Wissing,1
Grüne E-Fuels Was die synthetischen Kraftstoffe wirklich bringen Im Streit um die Zukunft des Verbrenners sind die E-Fuels in den Fokus gerückt.,Grüne,2
Die Regierung in Tokio stützt sich dabei auf eine neue Untersuchung zu unbekannten Flugobjekten.,Regierung,1
Bald soll sogar ein offizieller Bericht der Regierung dazu erscheinen.,Regierung,2
"Ufologen fordern die amerikanische Regierung auf endlich zuzugeben, daß vor fast 40 Jahren in Kecksburg Außerirdische landeten.",Regierung,1
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b6ifl Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Bundeskanzler Olaf Scholz (vorne) kommt, gefolgt von Wirtschaftsminister Habeck, Verkehrsminister Wissing, Justizminister Buschmann und Außenministerin Baerbock sowie Alexander Schiemann (hinten links), Stellvertreter Büroleiter des Kanzlers, und Regierungssprecher Steffen Hebestreit (hinten rechts) am Flughafen Berlin-Brandenburg zum Regierungsflugzeug, um zu den deutsch-niederländischen Regierungskonsultationen in Rotterdam zu fliegen.",Regierung,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b6ifl Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Bundeskanzler Olaf Scholz (vorne) kommt, gefolgt von Wirtschaftsminister Habeck, Verkehrsminister Wissing, Justizminister Buschmann und Außenministerin Baerbock sowie Alexander Schiemann (hinten links), Stellvertreter Büroleiter des Kanzlers, und Regierungssprecher Steffen Hebestreit (hinten rechts) am Flughafen Berlin-Brandenburg zum Regierungsflugzeug, um zu den deutsch-niederländischen Regierungskonsultationen in Rotterdam zu fliegen.",Olaf Scholz,2
"Permalink: https://www.faz.net/-gpg-b6ifl Neunzehn Stunden haben die Spitzen der Ampelkoalition im Kanzleramt getagt, als sie endlich ein Ergebnis präsentieren.",Ampelkoalition,2
"Permalink: https://www.faz.net/-gpg-b6ifl Neunzehn Stunden haben die Spitzen der Ampelkoalition im Kanzleramt getagt, als sie endlich ein Ergebnis präsentieren.",Ampel,2
Der Koalitionsausschuss ist mit der Suche nach Lösungen für die Streitfragen der Ampel noch nicht fertig.,Koalition,2
Der Koalitionsausschuss ist mit der Suche nach Lösungen für die Streitfragen der Ampel noch nicht fertig.,Ampel,2
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",SPD,1
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Regierung,1
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Olaf Scholz,1
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Grüne,1
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",FDP,1
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Robert Habeck,1
"Weil aber Bundeskanzler Olaf Scholz (SPD), Wirtschaftsminister Robert Habeck (Grüne) und Finanzminister Christian Lindner (FDP) zu lange verabredeten deutsch-niederländischen Regierungskonsultationen nach Rotterdam müssen, macht die Kompromisssuche der Bundesregierung Pause.",Christian Lindner,1
"Sicher, ein Bruch der Koalition wäre die noch größere Niederlage gewesen.",Koalition,1
"Die Deutschen erwarten Antworten von ihrer Regierung, und die muss ihnen sagen: Wir suchen noch danach, mit vollem Einsatz zwar, total übernächtigt, aber noch ergebnislos.",Regierung,1
"Koalitionsausschuss vertagt: Keine Einigung nach fast 20-stündigen Verhandlungen Koalitionsausschuss vertagt Ergebnislos durch die Nacht Die Spitzen der Bundesregierung kamen zusammen, um Lösungen für Streitthemen zu finden.",Koalition,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b6blh Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Olaf Scholz steigt im Juni 2022 im litauischen Vilnius aus dem Flugzeug.",Olaf Scholz,2
"Bild: dpa 			Der Krieg in der Ukraine sorgt dafür, dass Olaf Scholz besonders viel durch die Welt reist.",Olaf Scholz,2
Permalink: https://www.faz.net/-gpg-b6blh Am Sonntag konnte Olaf Scholz auf Risse im Eis des Nordpolarmeers schauen.,Olaf Scholz,2
"Wie auch immer die Risse, die aus dem Kanzlerflugzeug zu sehen waren, entstanden sind: Der CO2-Ausstoß beim Ein-Tages-Ausflug der Regierung in die japanische Hauptstadt ist erheblich.",Regierung,1
Die Reisen des Kanzlers: Warum fliegt Olaf Scholz so viel?,Olaf Scholz,2
"Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",Grüne,0
"Uwe Becker hat von CDU-Stammwählern und den Älteren profitiert, Mike Josef von Innenstädtern und den Grünen.",CDU,0
"Die AfD (Alternative für Deutschland) ist eine deutsche Oppositionspartei, die seit 2013 besteht und als rechtspopulistisch einzuordnen ist.",AfD,2
"Die AfD (Alternative für Deutschland) ist eine deutsche Oppositionspartei, die seit 2013 besteht und als rechtspopulistisch einzuordnen ist.",Opposition,2
"Die AfD (Alternative für Deutschland) ist eine deutsche Oppositionspartei, die seit 2013 besteht und als rechtspopulistisch einzuordnen ist.",Alternative für Deutschland,2
Sie steht unter der Leitung der Parteivorsitzenden Tino Chrupalla und Alice Weidel.,Tino Chrupalla,2
Sie steht unter der Leitung der Parteivorsitzenden Tino Chrupalla und Alice Weidel.,Alice Weidel,2
Spitzenkandidaten für die Bundestagswahl 2021 waren ebensfallsTino Chrupalla und Alice Weidel.,Tino Chrupalla,2
Spitzenkandidaten für die Bundestagswahl 2021 waren ebensfallsTino Chrupalla und Alice Weidel.,Alice Weidel,2
Anfängliche Wahlerfolge der Alternative für Deutschland Trotz der noch jungen Geschichte der Partei konnte sie in Wahlen bereits beachtliche Ergebnisse einfahren.,Alternative für Deutschland,2
